Date,Country,Distributor,Brand,Operator,Unit Cost,Amount,Unit Price,Sales
8/21/2021,Venezuela,Tottus,Huawei,Bitel,175,143,450,64350
2/17/2019,USA,Tottus,Huawei,Claro,175,32,450,14400
8/20/2021,Canada,Tottus,Huawei,Claro,175,118,450,53100
6/7/2019,Colombia,Tottus,Huawei,Entel,175,130,450,58500
10/12/2021,Guatemala,Tottus,Huawei,Movistar,175,59,450,26550
4/8/2019,Venezuela,Tottus,Huawei,Entel,175,28,450,12600
2/26/2019,United Kingdom,Tottus,Huawei,Entel,175,199,450,89550
9/6/2020,Ireland,Tottus,Huawei,Tuenti,175,33,450,14850
5/16/2021,Venezuela,Tottus,Huawei,Bitel,175,122,450,54900
2/4/2021,El Salvador,Tottus,Huawei,Tuenti,175,273,450,122850
5/20/2021,Canada,Tottus,Huawei,Claro,175,14,450,6300
2/21/2020,Guatemala,Tottus,Huawei,Entel,175,34,450,15300
8/2/2019,Guatemala,Tottus,Huawei,Claro,175,52,450,23400
1/5/2020,Venezuela,Tottus,Huawei,Tuenti,175,103,450,46350
12/31/2021,Peru,Tottus,Huawei,Entel,175,140,450,63000
2/24/2019,Canada,Tottus,Huawei,Movistar,175,20,450,9000
3/31/2021,Ireland,Tottus,Huawei,Bitel,175,47,450,21150
5/20/2021,Cuba,Tottus,Huawei,Claro,175,14,450,6300
4/23/2021,Paraguay,Tottus,Huawei,Movistar,175,46,450,20700
7/6/2018,El Salvador,Tottus,Huawei,Tuenti,175,130,450,58500
4/16/2019,United Kingdom,Tottus,Huawei,Entel,175,106,450,47700
9/5/2019,Paraguay,Tottus,Huawei,Tuenti,175,28,450,12600
8/3/2018,Uruguay,Tottus,Huawei,Bitel,175,75,450,33750
8/15/2020,Mexico,Tottus,Huawei,Entel,175,88,450,39600
12/3/2020,Brasil,Tottus,Huawei,Tuenti,175,26,450,11700
3/13/2020,Cuba,Tottus,Huawei,Bitel,175,30,450,13500
8/16/2018,Paraguay,Tottus,Huawei,Claro,175,116,450,52200
12/2/2020,Chile,Tottus,Huawei,Bitel,175,8,450,3600
8/26/2018,Mexico,Tottus,Huawei,Claro,175,31,450,13950
12/22/2020,El Salvador,Tottus,Huawei,Movistar,175,20,450,9000
6/25/2018,Argentina,Tottus,Huawei,Movistar,175,28,450,12600
12/13/2018,Venezuela,Tottus,Huawei,Entel,175,70,450,31500
10/15/2021,Ireland,Tottus,Huawei,Claro,175,43,450,19350
9/21/2021,Bolivia,Tottus,Huawei,Movistar,175,29,450,13050
1/26/2021,United Kingdom,Tottus,Huawei,Claro,175,96,450,43200
7/21/2018,Argentina,Tottus,Huawei,Movistar,175,23,450,10350
6/18/2020,Jamaica,Tottus,Huawei,Tuenti,175,44,450,19800
10/12/2021,Guatemala,Tottus,Huawei,Entel,175,17,450,7650
8/21/2021,Venezuela,Tottus,Huawei,Bitel,175,143,450,64350
2/17/2019,USA,Tottus,Huawei,Claro,175,32,450,14400
8/20/2021,Canada,Tottus,Huawei,Claro,175,118,450,53100
6/7/2019,Colombia,Tottus,Huawei,Entel,175,130,450,58500
10/12/2021,Guatemala,Tottus,Huawei,Movistar,175,59,450,26550
4/8/2019,Venezuela,Tottus,Huawei,Entel,175,28,450,12600
2/26/2019,United Kingdom,Tottus,Huawei,Entel,175,199,450,89550
9/6/2020,Ireland,Tottus,Huawei,Tuenti,175,33,450,14850
5/16/2021,Venezuela,Tottus,Huawei,Bitel,175,122,450,54900
2/4/2021,El Salvador,Tottus,Huawei,Tuenti,175,273,450,122850
5/20/2021,Canada,Tottus,Huawei,Claro,175,14,450,6300
2/21/2020,Guatemala,Tottus,Huawei,Entel,175,34,450,15300
8/2/2019,Guatemala,Tottus,Huawei,Claro,175,52,450,23400
1/5/2020,Venezuela,Tottus,Huawei,Tuenti,175,103,450,46350
12/31/2021,Peru,Tottus,Huawei,Entel,175,140,450,63000
2/24/2019,Canada,Tottus,Huawei,Movistar,175,20,450,9000
3/31/2021,Ireland,Tottus,Huawei,Bitel,175,47,450,21150
5/20/2021,Cuba,Tottus,Huawei,Claro,175,14,450,6300
4/23/2021,Paraguay,Tottus,Huawei,Movistar,175,46,450,20700
7/6/2018,El Salvador,Tottus,Huawei,Tuenti,175,130,450,58500
4/16/2019,United Kingdom,Tottus,Huawei,Entel,175,106,450,47700
9/5/2019,Paraguay,Tottus,Huawei,Tuenti,175,28,450,12600
8/3/2018,Uruguay,Tottus,Huawei,Bitel,175,75,450,33750
8/15/2020,Mexico,Tottus,Huawei,Entel,175,88,450,39600
12/3/2020,Brasil,Tottus,Huawei,Tuenti,175,26,450,11700
3/13/2020,Cuba,Tottus,Huawei,Bitel,175,30,450,13500
8/16/2018,Paraguay,Tottus,Huawei,Claro,175,116,450,52200
12/2/2020,Chile,Tottus,Huawei,Bitel,175,8,450,3600
5/8/2021,France,Ripley,LG,Claro,550,39,800,31200
4/18/2020,Switzerland,Metro,LG,Claro,550,29,800,23200
1/12/2018,Guatemala,Metro,LG,Claro,550,56,800,44800
10/10/2018,El Salvador,Saga Falabella,LG,Claro,550,5,800,4000
10/1/2021,El Salvador,Plaza Vea,LG,Claro,550,45,800,36000
4/20/2020,Chile,Tottus,LG,Claro,550,38,800,30400
10/8/2021,Denmark,Ripley,LG,Claro,550,17,800,13600
1/31/2020,Uruguay,Plaza Vea,LG,Claro,550,12,800,9600
9/25/2021,Germany,Saga Falabella,LG,Claro,550,18,800,14400
10/4/2020,Uruguay,Ripley,LG,Claro,550,3,800,2400
1/12/2019,Portugal,Saga Falabella,LG,Claro,550,13,800,10400
3/23/2020,Bolivia,Plaza Vea,LG,Claro,550,34,800,27200
3/23/2021,El Salvador,Saga Falabella,LG,Claro,550,19,800,15200
8/8/2019,Denmark,Oeschle,LG,Claro,550,17,800,13600
5/9/2019,Brasil,Ripley,LG,Claro,550,21,800,16800
7/10/2018,Cuba,Plaza Vea,LG,Claro,550,30,800,24000
4/20/2018,Peru,Oeschle,LG,Claro,550,64,800,51200
10/28/2021,Brasil,Ripley,LG,Claro,550,7,800,5600
9/3/2021,Brasil,Plaza Vea,LG,Claro,550,78,800,62400
8/12/2018,Cuba,Plaza Vea,LG,Claro,550,26,800,20800
6/1/2019,Uruguay,Saga Falabella,LG,Claro,550,8,800,6400
3/16/2021,Guatemala,Oeschle,LG,Claro,550,18,800,14400
6/19/2020,Chile,Metro,LG,Claro,550,39,800,31200
12/22/2019,United Kingdom,Oeschle,LG,Claro,550,18,800,14400
5/14/2021,Venezuela,Ripley,LG,Claro,550,15,800,12000
6/5/2019,Cuba,Plaza Vea,LG,Claro,550,17,800,13600
12/18/2021,Argentina,Tottus,LG,Claro,550,87,800,69600
1/1/2020,Argentina,Oeschle,LG,Claro,550,1,800,800
3/4/2018,Argentina,Plaza Vea,LG,Claro,550,57,800,45600
10/19/2021,USA,Ripley,LG,Claro,550,26,800,20800
12/27/2018,Portugal,Metro,LG,Claro,550,36,800,28800
6/5/2018,Germany,Oeschle,LG,Claro,550,69,800,55200
10/15/2018,United Kingdom,Metro,LG,Claro,550,7,800,5600
6/29/2019,Spain,Saga Falabella,LG,Claro,550,4,800,3200
10/17/2019,France,Tottus,LG,Claro,550,1,800,800
7/8/2018,Mexico,Ripley,LG,Claro,550,29,800,23200
1/7/2021,El Salvador,Tottus,LG,Claro,550,67,800,53600
11/7/2021,United Kingdom,Tottus,LG,Claro,550,116,800,92800
8/9/2018,Peru,Tottus,LG,Claro,550,52,800,41600
12/7/2021,Guatemala,Metro,LG,Claro,550,30,800,24000
9/9/2019,Germany,Oeschle,LG,Claro,550,41,800,32800
9/6/2019,Canada,Plaza Vea,LG,Claro,550,70,800,56000
8/4/2019,Cuba,Metro,LG,Claro,550,4,800,3200
8/14/2018,Jamaica,Plaza Vea,LG,Claro,550,58,800,46400
3/18/2019,Denmark,Plaza Vea,LG,Claro,550,22,800,17600
9/5/2021,United Kingdom,Saga Falabella,LG,Claro,550,18,800,14400
12/30/2020,Germany,Oeschle,LG,Claro,550,79,800,63200
7/29/2021,Venezuela,Saga Falabella,LG,Claro,550,12,800,9600
12/30/2018,Jamaica,Tottus,LG,Claro,550,97,800,77600
8/28/2021,United Kingdom,Oeschle,LG,Claro,550,52,800,41600
12/29/2021,El Salvador,Tottus,LG,Claro,550,29,800,23200
9/25/2020,Denmark,Plaza Vea,LG,Claro,550,79,800,63200
4/29/2021,El Salvador,Oeschle,LG,Claro,550,63,800,50400
5/26/2021,Spain,Tottus,LG,Claro,550,45,800,36000
7/2/2021,Bolivia,Saga Falabella,LG,Claro,550,2,800,1600
10/3/2021,Guatemala,Plaza Vea,LG,Claro,550,44,800,35200
7/15/2018,Brasil,Plaza Vea,LG,Claro,550,1,800,800
11/24/2021,Peru,Tottus,LG,Claro,550,76,800,60800
7/5/2020,Guatemala,Tottus,LG,Claro,550,86,800,68800
9/8/2018,Switzerland,Ripley,LG,Claro,550,32,800,25600
1/5/2019,Ireland,Plaza Vea,LG,Claro,550,49,800,39200
11/23/2021,Bolivia,Tottus,LG,Claro,550,82,800,65600
10/6/2021,Denmark,Tottus,LG,Claro,550,26,800,20800
3/23/2020,Colombia,Ripley,LG,Claro,550,28,800,22400
11/11/2020,Brasil,Metro,LG,Claro,550,55,800,44000
4/22/2021,Spain,Ripley,LG,Claro,550,17,800,13600
12/7/2019,Jamaica,Metro,LG,Claro,550,52,800,41600
8/31/2021,Germany,Plaza Vea,LG,Claro,550,20,800,16000
6/23/2019,Brasil,Oeschle,LG,Claro,550,49,800,39200
4/19/2019,Brasil,Tottus,LG,Claro,550,16,800,12800
9/13/2021,Canada,Plaza Vea,LG,Claro,550,27,800,21600
1/22/2019,France,Oeschle,LG,Claro,550,84,800,67200
4/5/2018,Denmark,Metro,LG,Claro,550,21,800,16800
3/12/2021,Bolivia,Oeschle,LG,Claro,550,70,800,56000
10/17/2021,Argentina,Tottus,LG,Claro,550,12,800,9600
9/15/2018,Canada,Ripley,LG,Claro,550,38,800,30400
11/30/2018,USA,Metro,LG,Claro,550,45,800,36000
2/14/2019,Canada,Metro,LG,Claro,550,34,800,27200
8/19/2018,Ireland,Metro,LG,Claro,550,29,800,23200
10/25/2018,Bolivia,Plaza Vea,LG,Claro,550,38,800,30400
11/27/2021,Colombia,Plaza Vea,LG,Claro,550,19,800,15200
4/28/2019,Ireland,Metro,LG,Claro,550,1,800,800
7/10/2021,Venezuela,Plaza Vea,LG,Claro,550,53,800,42400
8/16/2021,Chile,Tottus,LG,Claro,550,94,800,75200
1/7/2021,Germany,Saga Falabella,LG,Claro,550,3,800,2400
9/8/2019,Guatemala,Ripley,LG,Claro,550,5,800,4000
8/7/2019,Brasil,Metro,LG,Claro,550,24,800,19200
9/15/2021,Switzerland,Plaza Vea,LG,Claro,550,40,800,32000
10/10/2020,Argentina,Ripley,LG,Claro,550,7,800,5600
3/3/2021,Ireland,Metro,LG,Claro,550,18,800,14400
12/29/2021,Ireland,Saga Falabella,LG,Claro,550,13,800,10400
5/8/2021,France,Ripley,LG,Claro,550,39,800,31200
4/18/2020,Switzerland,Metro,LG,Claro,550,29,800,23200
1/12/2018,Guatemala,Metro,LG,Claro,550,56,800,44800
10/10/2018,El Salvador,Saga Falabella,LG,Claro,550,5,800,4000
10/1/2021,El Salvador,Plaza Vea,LG,Claro,550,45,800,36000
4/20/2020,Chile,Tottus,LG,Claro,550,38,800,30400
10/8/2021,Denmark,Ripley,LG,Claro,550,17,800,13600
1/31/2020,Uruguay,Plaza Vea,LG,Claro,550,12,800,9600
9/25/2021,Germany,Saga Falabella,LG,Claro,550,18,800,14400
10/4/2020,Uruguay,Ripley,LG,Claro,550,3,800,2400
1/12/2019,Portugal,Saga Falabella,LG,Claro,550,13,800,10400
3/23/2020,Bolivia,Plaza Vea,LG,Claro,550,34,800,27200
3/23/2021,El Salvador,Saga Falabella,LG,Claro,550,19,800,15200
8/8/2019,Denmark,Oeschle,LG,Claro,550,17,800,13600
5/9/2019,Brasil,Ripley,LG,Claro,550,21,800,16800
7/10/2018,Cuba,Plaza Vea,LG,Claro,550,30,800,24000
4/20/2018,Peru,Oeschle,LG,Claro,550,64,800,51200
10/28/2021,Brasil,Ripley,LG,Claro,550,7,800,5600
9/3/2021,Brasil,Plaza Vea,LG,Claro,550,78,800,62400
8/12/2018,Cuba,Plaza Vea,LG,Claro,550,26,800,20800
6/1/2019,Uruguay,Saga Falabella,LG,Claro,550,8,800,6400
3/16/2021,Guatemala,Oeschle,LG,Claro,550,18,800,14400
6/19/2020,Chile,Metro,LG,Claro,550,39,800,31200
12/22/2019,United Kingdom,Oeschle,LG,Claro,550,18,800,14400
5/14/2021,Venezuela,Ripley,LG,Claro,550,15,800,12000
6/5/2019,Cuba,Plaza Vea,LG,Claro,550,17,800,13600
12/18/2021,Argentina,Tottus,LG,Claro,550,87,800,69600
1/1/2020,Argentina,Oeschle,LG,Claro,550,1,800,800
3/4/2018,Argentina,Plaza Vea,LG,Claro,550,57,800,45600
10/19/2021,USA,Ripley,LG,Claro,550,26,800,20800
12/27/2018,Portugal,Metro,LG,Claro,550,36,800,28800
6/5/2018,Germany,Oeschle,LG,Claro,550,69,800,55200
10/15/2018,United Kingdom,Metro,LG,Claro,550,7,800,5600
6/29/2019,Spain,Saga Falabella,LG,Claro,550,4,800,3200
10/17/2019,France,Tottus,LG,Claro,550,1,800,800
7/8/2018,Mexico,Ripley,LG,Claro,550,29,800,23200
1/7/2021,El Salvador,Tottus,LG,Claro,550,67,800,53600
11/7/2021,United Kingdom,Tottus,LG,Claro,550,116,800,92800
8/9/2018,Peru,Tottus,LG,Claro,550,52,800,41600
12/7/2021,Guatemala,Metro,LG,Claro,550,30,800,24000
9/9/2019,Germany,Oeschle,LG,Claro,550,41,800,32800
9/6/2019,Canada,Plaza Vea,LG,Claro,550,70,800,56000
8/4/2019,Cuba,Metro,LG,Claro,550,4,800,3200
8/14/2018,Jamaica,Plaza Vea,LG,Claro,550,58,800,46400
3/18/2019,Denmark,Plaza Vea,LG,Claro,550,22,800,17600
9/5/2021,United Kingdom,Saga Falabella,LG,Claro,550,18,800,14400
12/30/2020,Germany,Oeschle,LG,Claro,550,79,800,63200
7/29/2021,Venezuela,Saga Falabella,LG,Claro,550,12,800,9600
12/30/2018,Jamaica,Tottus,LG,Claro,550,97,800,77600
8/28/2021,United Kingdom,Oeschle,LG,Claro,550,52,800,41600
12/29/2021,El Salvador,Tottus,LG,Claro,550,29,800,23200
9/25/2020,Denmark,Plaza Vea,LG,Claro,550,79,800,63200
4/29/2021,El Salvador,Oeschle,LG,Claro,550,63,800,50400
5/26/2021,Spain,Tottus,LG,Claro,550,45,800,36000
7/2/2021,Bolivia,Saga Falabella,LG,Claro,550,2,800,1600
10/3/2021,Guatemala,Plaza Vea,LG,Claro,550,44,800,35200
7/15/2018,Brasil,Plaza Vea,LG,Claro,550,1,800,800
11/24/2021,Peru,Tottus,LG,Claro,550,76,800,60800
7/5/2020,Guatemala,Tottus,LG,Claro,550,86,800,68800
9/8/2018,Switzerland,Ripley,LG,Claro,550,32,800,25600
1/5/2019,Ireland,Plaza Vea,LG,Claro,550,49,800,39200
11/23/2021,Bolivia,Tottus,LG,Claro,550,82,800,65600
10/6/2021,Denmark,Tottus,LG,Claro,550,26,800,20800
3/23/2020,Colombia,Ripley,LG,Claro,550,28,800,22400
11/11/2020,Brasil,Metro,LG,Claro,550,55,800,44000
4/22/2021,Spain,Ripley,LG,Claro,550,17,800,13600
12/7/2019,Jamaica,Metro,LG,Claro,550,52,800,41600
8/31/2021,Germany,Plaza Vea,LG,Claro,550,20,800,16000
6/23/2019,Brasil,Oeschle,LG,Claro,550,49,800,39200
4/19/2019,Brasil,Tottus,LG,Claro,550,16,800,12800
9/13/2021,Canada,Plaza Vea,LG,Claro,550,27,800,21600
1/22/2019,France,Oeschle,LG,Claro,550,84,800,67200
4/5/2018,Denmark,Metro,LG,Claro,550,21,800,16800
3/12/2021,Bolivia,Oeschle,LG,Claro,550,70,800,56000
10/17/2021,Argentina,Tottus,LG,Claro,550,12,800,9600
9/15/2018,Canada,Ripley,LG,Claro,550,38,800,30400
11/30/2018,USA,Metro,LG,Claro,550,45,800,36000
2/14/2019,Canada,Metro,LG,Claro,550,34,800,27200
8/19/2018,Ireland,Metro,LG,Claro,550,29,800,23200
10/25/2018,Bolivia,Plaza Vea,LG,Claro,550,38,800,30400
11/27/2021,Colombia,Plaza Vea,LG,Claro,550,19,800,15200
4/28/2019,Ireland,Metro,LG,Claro,550,1,800,800
7/10/2021,Venezuela,Plaza Vea,LG,Claro,550,53,800,42400
8/16/2021,Chile,Tottus,LG,Claro,550,94,800,75200
1/7/2021,Germany,Saga Falabella,LG,Claro,550,3,800,2400
9/8/2019,Guatemala,Ripley,LG,Claro,550,5,800,4000
8/7/2019,Brasil,Metro,LG,Claro,550,24,800,19200
9/15/2021,Switzerland,Plaza Vea,LG,Claro,550,40,800,32000
10/10/2020,Argentina,Ripley,LG,Claro,550,7,800,5600
3/3/2021,Ireland,Metro,LG,Claro,550,18,800,14400
12/29/2021,Ireland,Saga Falabella,LG,Claro,550,13,800,10400
6/16/2020,United Kingdom,Oeschle,LG,Bitel,550,46,800,36800
6/22/2018,Spain,Saga Falabella,LG,Bitel,550,19,800,15200
5/8/2021,Jamaica,Ripley,LG,Bitel,550,51,800,40800
2/3/2021,Colombia,Tottus,LG,Bitel,550,14,800,11200
6/10/2021,Colombia,Tottus,LG,Bitel,550,16,800,12800
3/21/2021,Jamaica,Ripley,LG,Bitel,550,56,800,44800
7/10/2019,Uruguay,Metro,LG,Bitel,550,46,800,36800
5/21/2020,Germany,Plaza Vea,LG,Bitel,550,64,800,51200
2/18/2021,USA,Tottus,LG,Bitel,550,43,800,34400
5/4/2020,USA,Saga Falabella,LG,Bitel,550,21,800,16800
10/28/2020,Venezuela,Ripley,LG,Bitel,550,9,800,7200
9/26/2021,Canada,Metro,LG,Bitel,550,77,800,61600
7/29/2019,Colombia,Metro,LG,Bitel,550,50,800,40000
10/26/2019,Peru,Ripley,LG,Bitel,550,9,800,7200
6/7/2021,Canada,Saga Falabella,LG,Bitel,550,20,800,16000
9/22/2018,Paraguay,Metro,LG,Bitel,550,3,800,2400
3/8/2021,Brasil,Saga Falabella,LG,Bitel,550,20,800,16000
6/15/2019,USA,Oeschle,LG,Bitel,550,20,800,16000
7/21/2018,France,Ripley,LG,Bitel,550,49,800,39200
12/10/2021,Ireland,Oeschle,LG,Bitel,550,121,800,96800
9/24/2021,Bolivia,Tottus,LG,Bitel,550,128,800,102400
7/26/2019,Cuba,Plaza Vea,LG,Bitel,550,21,800,16800
8/21/2020,Argentina,Tottus,LG,Bitel,550,91,800,72800
3/31/2019,Bolivia,Ripley,LG,Bitel,550,19,800,15200
2/14/2021,Colombia,Saga Falabella,LG,Bitel,550,27,800,21600
8/21/2019,USA,Saga Falabella,LG,Bitel,550,23,800,18400
5/12/2021,Spain,Metro,LG,Bitel,550,67,800,53600
6/2/2018,El Salvador,Plaza Vea,LG,Bitel,550,97,800,77600
4/16/2018,Switzerland,Ripley,LG,Bitel,550,31,800,24800
1/15/2021,USA,Plaza Vea,LG,Bitel,550,8,800,6400
1/4/2019,Paraguay,Plaza Vea,LG,Bitel,550,112,800,89600
3/12/2020,Cuba,Plaza Vea,LG,Bitel,550,15,800,12000
12/19/2020,Cuba,Oeschle,LG,Bitel,550,140,800,112000
3/18/2021,Portugal,Ripley,LG,Bitel,550,51,800,40800
7/27/2018,Jamaica,Saga Falabella,LG,Bitel,550,18,800,14400
4/15/2019,Mexico,Tottus,LG,Bitel,550,115,800,92000
10/31/2019,Mexico,Ripley,LG,Bitel,550,34,800,27200
10/9/2020,El Salvador,Ripley,LG,Bitel,550,51,800,40800
9/19/2019,Germany,Saga Falabella,LG,Bitel,550,14,800,11200
6/3/2020,Mexico,Oeschle,LG,Bitel,550,134,800,107200
7/29/2021,Jamaica,Tottus,LG,Bitel,550,15,800,12000
5/10/2021,Colombia,Tottus,LG,Bitel,550,161,800,128800
7/10/2019,Switzerland,Tottus,LG,Bitel,550,87,800,69600
2/2/2019,Bolivia,Tottus,LG,Bitel,550,135,800,108000
1/20/2019,Peru,Oeschle,LG,Bitel,550,82,800,65600
1/9/2021,Uruguay,Plaza Vea,LG,Bitel,550,11,800,8800
7/25/2020,Paraguay,Metro,LG,Bitel,550,37,800,29600
4/25/2020,Germany,Saga Falabella,LG,Bitel,550,7,800,5600
9/3/2019,El Salvador,Oeschle,LG,Bitel,550,12,800,9600
11/18/2019,Mexico,Metro,LG,Bitel,550,41,800,32800
7/26/2018,Paraguay,Oeschle,LG,Bitel,550,75,800,60000
4/6/2018,Denmark,Tottus,LG,Bitel,550,174,800,139200
11/13/2018,Jamaica,Oeschle,LG,Bitel,550,1,800,800
6/7/2018,Spain,Plaza Vea,LG,Bitel,550,54,800,43200
1/21/2021,Uruguay,Plaza Vea,LG,Bitel,550,26,800,20800
3/27/2021,Bolivia,Tottus,LG,Bitel,550,156,800,124800
8/10/2018,Germany,Plaza Vea,LG,Bitel,550,70,800,56000
5/25/2021,Jamaica,Oeschle,LG,Bitel,550,115,800,92000
12/20/2019,Argentina,Tottus,LG,Bitel,550,59,800,47200
4/10/2021,Chile,Oeschle,LG,Bitel,550,60,800,48000
4/14/2021,Mexico,Oeschle,LG,Bitel,550,78,800,62400
4/18/2018,Paraguay,Ripley,LG,Bitel,550,48,800,38400
8/31/2018,Spain,Oeschle,LG,Bitel,550,12,800,9600
3/9/2021,Uruguay,Tottus,LG,Bitel,550,169,800,135200
6/14/2021,France,Tottus,LG,Bitel,550,81,800,64800
8/22/2021,Peru,Tottus,LG,Bitel,550,19,800,15200
11/20/2018,France,Metro,LG,Bitel,550,9,800,7200
6/17/2020,Peru,Ripley,LG,Bitel,550,15,800,12000
3/12/2021,Argentina,Metro,LG,Bitel,550,24,800,19200
6/26/2020,Mexico,Tottus,LG,Bitel,550,93,800,74400
9/5/2021,France,Oeschle,LG,Bitel,550,91,800,72800
2/2/2019,Cuba,Plaza Vea,LG,Bitel,550,93,800,74400
10/26/2019,Germany,Tottus,LG,Bitel,550,62,800,49600
8/21/2021,Bolivia,Metro,LG,Bitel,550,89,800,71200
9/8/2020,Chile,Saga Falabella,LG,Bitel,550,12,800,9600
5/16/2021,Brasil,Plaza Vea,LG,Bitel,550,23,800,18400
3/12/2019,Spain,Ripley,LG,Bitel,550,16,800,12800
8/25/2018,Uruguay,Oeschle,LG,Bitel,550,126,800,100800
4/21/2020,Guatemala,Metro,LG,Bitel,550,51,800,40800
2/7/2019,USA,Metro,LG,Bitel,550,74,800,59200
10/6/2021,Bolivia,Saga Falabella,LG,Bitel,550,13,800,10400
6/16/2020,United Kingdom,Oeschle,LG,Bitel,550,46,800,36800
6/22/2018,Spain,Saga Falabella,LG,Bitel,550,19,800,15200
5/8/2021,Jamaica,Ripley,LG,Bitel,550,51,800,40800
2/3/2021,Colombia,Tottus,LG,Bitel,550,14,800,11200
6/10/2021,Colombia,Tottus,LG,Bitel,550,16,800,12800
3/21/2021,Jamaica,Ripley,LG,Bitel,550,56,800,44800
7/10/2019,Uruguay,Metro,LG,Bitel,550,46,800,36800
5/21/2020,Germany,Plaza Vea,LG,Bitel,550,64,800,51200
2/18/2021,USA,Tottus,LG,Bitel,550,43,800,34400
5/4/2020,USA,Saga Falabella,LG,Bitel,550,21,800,16800
10/28/2020,Venezuela,Ripley,LG,Bitel,550,9,800,7200
9/26/2021,Canada,Metro,LG,Bitel,550,77,800,61600
7/29/2019,Colombia,Metro,LG,Bitel,550,50,800,40000
10/26/2019,Peru,Ripley,LG,Bitel,550,9,800,7200
6/7/2021,Canada,Saga Falabella,LG,Bitel,550,20,800,16000
9/22/2018,Paraguay,Metro,LG,Bitel,550,3,800,2400
3/8/2021,Brasil,Saga Falabella,LG,Bitel,550,20,800,16000
6/15/2019,USA,Oeschle,LG,Bitel,550,20,800,16000
7/21/2018,France,Ripley,LG,Bitel,550,49,800,39200
12/10/2021,Ireland,Oeschle,LG,Bitel,550,121,800,96800
9/24/2021,Bolivia,Tottus,LG,Bitel,550,128,800,102400
7/26/2019,Cuba,Plaza Vea,LG,Bitel,550,21,800,16800
8/21/2020,Argentina,Tottus,LG,Bitel,550,91,800,72800
3/31/2019,Bolivia,Ripley,LG,Bitel,550,19,800,15200
2/14/2021,Colombia,Saga Falabella,LG,Bitel,550,27,800,21600
8/21/2019,USA,Saga Falabella,LG,Bitel,550,23,800,18400
5/12/2021,Spain,Metro,LG,Bitel,550,67,800,53600
6/2/2018,El Salvador,Plaza Vea,LG,Bitel,550,97,800,77600
4/16/2018,Switzerland,Ripley,LG,Bitel,550,31,800,24800
1/15/2021,USA,Plaza Vea,LG,Bitel,550,8,800,6400
1/4/2019,Paraguay,Plaza Vea,LG,Bitel,550,112,800,89600
3/12/2020,Cuba,Plaza Vea,LG,Bitel,550,15,800,12000
12/19/2020,Cuba,Oeschle,LG,Bitel,550,140,800,112000
3/18/2021,Portugal,Ripley,LG,Bitel,550,51,800,40800
7/27/2018,Jamaica,Saga Falabella,LG,Bitel,550,18,800,14400
4/15/2019,Mexico,Tottus,LG,Bitel,550,115,800,92000
10/31/2019,Mexico,Ripley,LG,Bitel,550,34,800,27200
10/9/2020,El Salvador,Ripley,LG,Bitel,550,51,800,40800
9/19/2019,Germany,Saga Falabella,LG,Bitel,550,14,800,11200
6/3/2020,Mexico,Oeschle,LG,Bitel,550,134,800,107200
7/29/2021,Jamaica,Tottus,LG,Bitel,550,15,800,12000
5/10/2021,Colombia,Tottus,LG,Bitel,550,161,800,128800
7/10/2019,Switzerland,Tottus,LG,Bitel,550,87,800,69600
2/2/2019,Bolivia,Tottus,LG,Bitel,550,135,800,108000
1/20/2019,Peru,Oeschle,LG,Bitel,550,82,800,65600
1/9/2021,Uruguay,Plaza Vea,LG,Bitel,550,11,800,8800
7/25/2020,Paraguay,Metro,LG,Bitel,550,37,800,29600
4/25/2020,Germany,Saga Falabella,LG,Bitel,550,7,800,5600
9/3/2019,El Salvador,Oeschle,LG,Bitel,550,12,800,9600
11/18/2019,Mexico,Metro,LG,Bitel,550,41,800,32800
7/26/2018,Paraguay,Oeschle,LG,Bitel,550,75,800,60000
4/6/2018,Denmark,Tottus,LG,Bitel,550,174,800,139200
11/13/2018,Jamaica,Oeschle,LG,Bitel,550,1,800,800
6/7/2018,Spain,Plaza Vea,LG,Bitel,550,54,800,43200
1/21/2021,Uruguay,Plaza Vea,LG,Bitel,550,26,800,20800
3/27/2021,Bolivia,Tottus,LG,Bitel,550,156,800,124800
8/10/2018,Germany,Plaza Vea,LG,Bitel,550,70,800,56000
5/25/2021,Jamaica,Oeschle,LG,Bitel,550,115,800,92000
12/20/2019,Argentina,Tottus,LG,Bitel,550,59,800,47200
4/10/2021,Chile,Oeschle,LG,Bitel,550,60,800,48000
4/14/2021,Mexico,Oeschle,LG,Bitel,550,78,800,62400
4/18/2018,Paraguay,Ripley,LG,Bitel,550,48,800,38400
8/31/2018,Spain,Oeschle,LG,Bitel,550,12,800,9600
3/9/2021,Uruguay,Tottus,LG,Bitel,550,169,800,135200
6/14/2021,France,Tottus,LG,Bitel,550,81,800,64800
8/22/2021,Peru,Tottus,LG,Bitel,550,19,800,15200
11/20/2018,France,Metro,LG,Bitel,550,9,800,7200
6/17/2020,Peru,Ripley,LG,Bitel,550,15,800,12000
3/12/2021,Argentina,Metro,LG,Bitel,550,24,800,19200
6/26/2020,Mexico,Tottus,LG,Bitel,550,93,800,74400
9/5/2021,France,Oeschle,LG,Bitel,550,91,800,72800
2/2/2019,Cuba,Plaza Vea,LG,Bitel,550,93,800,74400
10/26/2019,Germany,Tottus,LG,Bitel,550,62,800,49600
